Id,Full Name,Birth date,Birth Place,Role,Batting Style,Bowling Style,Fielding Style
279810,Wriddhiman Prasanta Saha,24-Oct-84,Shaktigarh,Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
310958,Abhimanyu Mithun,25-Oct-89,Bangalore,Bowler,Right-hand bat,Right-arm medium,NA
33335,Suresh Kumar Raina,27-Nov-86,"Muradnagar, Ghaziabad, Uttar Pradesh",Middle-order batsman,Left-hand bat,Right-arm offbreak,NA
32540,Cheteshwar Arvind Pujara,25-Jan-88,"Rajkot, Gujarat",Top-order batsman,Right-hand bat,Legbreak,NA
390484,Jaydev Dipakbhai Unadkat,18-Oct-91,Porbandar,Bowler,Right-hand bat,Left-arm medium,NA
253802,Virat Kohli,5-Nov-88,Delhi,Top-order batsman,Right-hand bat,Right-arm medium,NA
30732,Praveenkumar Sakat Singh,2-Oct-86,"Meerut, Uttar Pradesh",Bowler,Right-hand bat,Right-arm medium,NA
302582,Abhinav Mukund,6-Jan-90,"Madras (now Chennai), Tamil Nadu",Top-order batsman,Left-hand bat,Legbreak googly,NA
26421,Ravichandran Ashwin,17-Sep-86,"Madras (now Chennai), Tamil Nadu",Bowling allrounder,Right-hand bat,Right-arm offbreak,NA
376116,Umeshkumar Tilak Yadav,25-Oct-87,"Nagpur, Maharashtra",Bowler,Right-hand bat,Right-arm fast,NA
360911,Varun Raymond Aaron,29-Oct-89,"Singhbhum, Bihar (now Jharkhand)",Bowler,Right-hand bat,Right-arm fast,NA
35731,Ranganath Vinay Kumar,12-Feb-84,"Davanagere, Karnataka",Bowler,Right-hand bat,Right-arm medium,NA
234675,Ravindrasinh Anirudhsinh Jadeja,6-Dec-88,"Navagam-Khed, Saurashtra",Allrounder,Left-hand bat,Slow left-arm orthodox,NA
326016,Bhuvneshwar Kumar Singh,5-Feb-90,"Meerut, Uttar Pradesh",Bowler,Right-hand bat,Right-arm medium,NA
28235,Shikhar Dhawan,5-Dec-85,Delhi,Opening batsman,Left-hand bat,Right-arm offbreak,NA
277916,Ajinkya Madhukar Rahane,6-Jun-88,"Ashwi-KD, Maharashtra",Top-order batsman,Right-hand bat,Right-arm medium,NA
481896,Mohammed Shami Ahmed,3-Sep-90,"Amroha, Uttar Pradesh",Bowler,Right-hand bat,Right-arm fast,NA
34102,Rohit Gurunath Sharma,30-Apr-87,"Bansod, Nagpur, Maharashtra",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
27223,Stuart Terence Roger Binny,3-Jun-84,"Bangalore, Karnataka",Allrounder,Right-hand bat,Right-arm medium,NA
32973,Pankaj Singh,6-May-85,"Sultanpur, Uttar Pradesh",Bowler,Right-hand bat,Right-arm medium-fast,NA
30288,Karn Vinod Sharma,23-Oct-87,"Meerut, Uttar Pradesh",Bowler,Left-hand bat,Legbreak googly,NA
422108,Kannaur Lokesh Rahul,18-Apr-92,"Bangalore, Karnataka",Opening batsman,Right-hand bat,DNB,Wicketkeeper
32102,Naman Vinaykumar Ojha,20-Jul-83,"Ujjain, Madhya Pradesh",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
447587,Jayant Yadav,22-Jan-90,Delhi,Bowler,Right-hand bat,Right-arm offbreak,NA
398439,Karun Kaladharan Nair,6-Dec-91,"Jodhpur, Rajasthan",Top-order batsman,Right-hand bat,Right-arm offbreak,NA
559235,Kuldeep Yadav,14-Dec-94,"Kanpur, Uttar Pradesh",Bowler,Left-hand bat,Slow left-arm chinaman,NA
625371,Hardik Himanshu Pandya,11-Oct-93,"Choryasi, Gujarat",Allrounder,Right-hand bat,Right-arm medium-fast,NA
625383,Jasprit Jasbirsingh Bumrah,6-Dec-93,Ahmedabad,Bowler,Right-hand bat,Right-arm fast,NA
931581,Rishabh Rajendra Pant,4-Oct-97,"Haridwar, Uttarakhand",Wicketkeeper batsman,Left-hand bat,DNB,Wicketkeeper
452044,Gade Hanuma Vihari,13-Oct-93,"Kakinada, Andhra Pradesh",Batting allrounder,Right-hand bat,Right-arm offbreak,NA
1070168,Prithvi Pankaj Shaw,9-Nov-99,"Thane, Maharashtra",Opening batsman,Right-hand bat,Right-arm offbreak,NA
475281,Shardul Narendra Thakur,16-Oct-91,"Palghar, Maharashtra",Bowler,Right-hand bat,Right-arm medium,NA
398438,Mayank Anurag Agarwal,16-Feb-91,"Bangalore, Karnataka",Batsman,Right-hand bat,DNB,NA
31872,Shahbaz Nadeem,12-Aug-89,"Bokaro, Bihar",Bowler,Right-hand bat,Slow left-arm orthodox,NA
26966,Gopal Krishna Bose,20-May-47,"Calcutta (now Kolkata), Bengal",NA,Right-hand bat,Right-arm offbreak,NA
34136,Ramchandra Sudhakar Rao,8-Aug-52,"Bangalore, Karnataka",NA,Right-hand bat,Right-arm offbreak,Wicketkeeper
30077,Surinder Chamanlal Khanna,3-Jun-56,Delhi,NA,Right-hand bat,DNB,Wicketkeeper
33085,Randhir Singh,16-Aug-57,Delhi,NA,Right-hand bat,Right-arm fast-medium,NA
32226,Ashok Kurjibhai Patel,6-Mar-57,"Bhavnagar, Gujarat",NA,Right-hand bat,Right-arm offbreak,NA
28808,Rajinder Singh Ghai,12-Jun-60,"Jullundur (now Jalandhar), Punjab",NA,Right-hand bat,Right-arm medium-fast,NA
34057,Rudra Pratap Singh,6-Jan-65,"Lucknow, Uttar Pradesh",NA,Right-hand bat,Left-arm fast-medium,NA
27592,Vakkadai Biksheswaran Chandrasekhar,21-Aug-61,Madras (now Chennai),NA,Right-hand bat,DNB,Wicketkeeper
31048,Saradindu Purnendu Mukherjee,5-Oct-64,"Calcutta (now Kolkata), Bengal",NA,Right-hand bat,Right-arm offbreak,NA
26872,Atul Chandrakant Bedade,24-Sep-66,"Bombay (now Mumbai), Maharashtra",NA,Left-hand bat,Right-arm medium,NA
26942,Bhupinder Singh,1-Apr-65,"Hoshiarpur, Punjab",NA,Right-hand bat,Right-arm fast-medium,NA
35627,Prashant Sridhar Vaidya,23-Sep-67,"Nagpur, Maharashtra",NA,Right-hand bat,Right-arm medium-fast,NA
27603,Utpal Subodh Chatterjee,13-Jul-64,"Calcutta (now Kolkata), Bengal",Bowler,Left-hand bat,Slow left-arm orthodox,NA
34086,Sujith Bijjahali Somasunder,2-Dec-72,"Bangalore, Karnataka",Top-order batsman,Right-hand bat,Right-arm medium,NA
28067,Pankaj Dharmani,27-Sep-74,Delhi,NA,Right-hand bat,DNB,Wicketkeeper
28149,Noel Arthur David,26-Feb-71,"Hyderabad, Andhra Pradesh",NA,Right-hand bat,Right-arm offbreak,NA
30107,Gagan Kishanlal Khoda,24-Oct-74,"Barmer, Rajasthan",Batsman,Right-hand bat,DNB,NA
32192,Jatin Vasudeo Paranjpe,17-Apr-72,"Bombay (now Mumbai), Maharashtra",NA,Left-hand bat,Slow left-arm orthodox,NA
33129,Sanjay Susanta Raul,6-Oct-76,"Cuttack, Orissa",NA,Right-hand bat,Right-arm offbreak,NA
34019,Laxmi Ratan Shukla,6-May-81,"Howrah (now Haora), Bengal",Allrounder,Right-hand bat,Right-arm medium,NA
32168,Gyanendrakumar Kedarnath Pandey,12-Aug-72,"Lucknow, Uttar Pradesh",NA,Left-hand bat,Slow left-arm orthodox,NA
30112,Amay Ramsevak Khurasiya,18-May-72,"Jabalpur, Madhya Pradesh",NA,Left-hand bat,Slow left-arm orthodox,NA
30954,Jacob Joseph Martin,11-May-72,"Baroda, Gujarat",NA,Right-hand bat,Legbreak googly,NA
30157,Thirunavukkarasu Kumaran,30-Dec-75,"Madras (now Chennai), Tamil Nadu",NA,Right-hand bat,Right-arm medium,NA
34118,Sridharan Sriram,21-Feb-76,"Madras (now Chennai), Tamil Nadu",Middle-order batsman,Left-hand bat,Slow left-arm orthodox,NA
26896,Amit Bhandari,1-Oct-78,Delhi,NA,Right-hand bat,Right-arm fast-medium,NA
34078,Reetinder Singh Sodhi,18-Oct-80,"Patiala, Punjab",NA,Right-hand bat,Right-arm medium,NA
31034,Dinesh Mongia,17-Apr-77,Chandigarh,Allrounder,Left-hand bat,Slow left-arm orthodox,NA
36054,Jai Prakash Yadav,7-Aug-74,"Bhopal, Madhya Pradesh",NA,Right-hand bat,Right-arm medium,NA
34264,Aavishkar Madhav Salvi,20-Oct-81,"Bombay (now Mumbai), Maharashtra",Bowler,Right-hand bat,Right-arm medium,NA
29998,Abhijit Vasant Kale,3-Jul-73,"Ahmednagar, Maharashtra",NA,Right-hand bat,Right-arm offbreak,NA
28792,Rohan Sunil Gavaskar,20-Feb-76,"Kanpur, Uttar Pradesh",NA,Left-hand bat,Slow left-arm orthodox,NA
29976,Joginder Sharma,23-Oct-83,Rohtak,Allrounder,Right-hand bat,Right-arm fast-medium,NA
35805,Yalaka Venugopal Rao,26-Feb-82,"Visakhapatnam, Andhra Pradesh",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
35582,Robin Venu Uthappa,11-Nov-85,"Coorg, Karnataka",Batsman,Right-hand bat,Right-arm medium,Occasional wicketkeeper
35565,Manoj Kumar Tiwary,14-Nov-85,"Howrah, Bengal",Batsman,Right-hand bat,Legbreak googly,NA
32498,Yusuf Khan Pathan,17-Nov-82,"Baroda, Gujarat",Allrounder,Right-hand bat,Right-arm offbreak,NA
317293,Manpreet Singh Gony,4-Jan-84,"Roopnagar, Punjab",Bowler,Right-hand bat,Right-arm medium,NA
32091,Abhishek Mohan Nayar,8-Oct-83,"Secunderabad, Hyderabad",Allrounder,Left-hand bat,Right-arm medium,NA
317784,Sudeep Tyagi,17-Sep-87,"Ghaziabad, Uttar Pradesh",Bowler,Right-hand bat,Right-arm medium,NA
227712,Ashok Bhimchandra Dinda,25-Mar-84,"Medinipur, Calcutta (now Kolkata)",Bowler,Right-hand bat,Right-arm medium-fast,NA
35390,Saurabh Sunil Tiwary,30-Dec-89,"Jamshedpur, Bihar",Top-order batsman,Left-hand bat,DNB,NA
272994,Rahul Sharma,30-Nov-86,Jalandhar,Bowler,Right-hand bat,Legbreak googly,NA
33141,Ambati Thirupathi Rayudu,23-Sep-85,"Guntur, Andhra Pradesh",Middle-order batsman,Right-hand bat,Right-arm offbreak,Occasional wicketkeeper
537119,Mohit Mahipal Sharma,18-Sep-88,"Ballabhgarh, Haryana",Bowler,Right-hand bat,Right-arm medium,NA
378496,Parvez Ghulam Rasool Zargar,13-Feb-89,"Bijbehara, Jammu and Kashmir",Bowling allrounder,Right-hand bat,Right-arm offbreak,NA
554691,Axar Rajeshbhai Patel,20-Jan-94,"Anand, Gujarat",Bowling allrounder,Left-hand bat,Slow left-arm orthodox,NA
277955,Dhawal Sunil Kulkarni,10-Dec-88,"Bombay (now Mumbai), Maharashtra",Bowler,Right-hand bat,Right-arm medium,NA
290716,Kedar Mahadav Jadhav,26-Mar-85,"Pune, Maharashtra",Batting allrounder,Right-hand bat,Right-arm offbreak,NA
290630,Manish Krishnanand Pandey,10-Sep-89,"Nainital, Uttaranchal",Top-order batsman,Right-hand bat,Right-arm medium,NA
537126,Barinder Balbirsingh Sran,10-Dec-92,Sirsa,Bowler,Left-hand bat,Left-arm medium,NA
290727,Rishi Dhawan,19-Feb-90,"Mandi, Himachal Pradesh",Allrounder,Right-hand bat,Right-arm medium-fast,NA
537124,Gurkeerat Rupinder Singh,29-Jun-90,"Muktsar, Punjab",Middle-order batsman,Right-hand bat,Right-arm offbreak,NA
430246,Yuzvendra Singh Chahal,23-Jul-90,"Jind, Haryana",Bowler,Right-hand bat,Legbreak googly,NA
28671,Faiz Yakub Fazal,7-Sep-85,"Nagpur, Maharashtra",Opening batsman,Left-hand bat,Right-arm medium,NA
642519,Shreyas Santosh Iyer,6-Dec-94,Mumbai,Top-order batsman,Right-hand bat,Legbreak googly,NA
719715,Washington Sundar,5-Oct-99,"Chennai, Tamil Nadu",Bowling allrounder,Left-hand bat,Right-arm offbreak,NA
326017,Siddarth Kaul,19-May-90,"Pathankot, Punjab",Bowler,Right-hand bat,Right-arm medium,NA
942645,Khaleel Khursheed Ahmed,5-Dec-97,"Tonk, Rajasthan",Bowler,Right-hand bat,Left-arm medium,NA
447261,Deepak Lokandersingh Chahar,7-Aug-92,"Agra, Uttar Pradesh",Bowler,Right-hand bat,Right-arm medium,NA
940973,Mohammed Siraj,13-Mar-94,Hyderabad,Bowler,Right-hand bat,Right-arm medium-fast,NA
477021,Vijay Shankar,26-Jan-91,"Tirunelveli, Tamil Nadu",Allrounder,Right-hand bat,Right-arm medium,NA
1070173,Shubman Gill,8-Sep-99,"Fazilka, Punjab",Opening batsman,Right-hand bat,Right-arm offbreak,NA
714451,Shivam Dube,26-Jun-93,Mumbai,Allrounder,Left-hand bat,Right-arm medium,NA
700167,Navdeep Amarjeet Saini,23-Nov-92,"Karnal, Haryana",Bowler,Right-hand bat,Right-arm fast,NA
323131,Parvinder Awana,19-Jul-86,"Delhi, India",Bowler,Right-hand bat,Right-arm medium,NA
438362,Sandeep Sharma,18-May-93,"Patiala, Punjab",Bowler,Right-hand bat,Right-arm medium,NA
425943,Sanju Viswanath Samson,11-Nov-94,"Pulluvila, Vizhinjam, Trivandrum",Wicketkeeper batsman,Right-hand bat,DNB,Wicketkeeper
290632,Sreenath Aravind,8-Apr-84,"Bangalore, Karnataka",Bowler,Left-hand bat,Left-arm medium-fast,NA
530773,Pawan Negi,6-Jan-93,Delhi,Bowler,Left-hand bat,Slow left-arm orthodox,NA
398506,Mandeep Singh,18-Dec-91,"Jalandhar, Punjab",Allrounder,Right-hand bat,Right-arm medium,NA
471342,Krunal Himanshu Pandya,24-Mar-91,"Ahmedabad, Gujarat",Allrounder,Left-hand bat,Slow left-arm orthodox,NA
1081442,Mayank Markande,11-Nov-97,"Bathinda, Punjab",Bowler,Right-hand bat,Legbreak,NA
1064812,Rahul Desraj Chahar,4-Aug-99,"Bharaatpur, Rajasthan",Bowler,Right-hand bat,Legbreak googly,NA
36283,Frederick Theodore Badcock,"August 9, 1897","Abbottabad, North-West Frontier Province, India",NA,Right-hand bat,Right-arm fast-medium,NA
36301,Roger Charles Blunt,3-Nov-00,"Durham, England",NA,Right-hand bat,Legbreak,NA
36827,Charles Stewart Dempster,15-Nov-03,Wellington,NA,Right-hand bat,DNB,NA
36829,George Ritchie Dickinson,11-Mar-03,"Dunedin, Otago",NA,Right-hand bat,Right-arm fast,NA
37001,Henry Foley,28-Jan-06,Wellington,NA,Left-hand bat,DNB,NA
37246,Matthew Henderson,"August 2, 1895",Auckland,NA,Left-hand bat,Left-arm fast-medium,NA
37487,Kenneth Cecil James,12-Mar-04,Wellington,NA,Right-hand bat,DNB,Wicketkeeper
37610,Thomas Coleman Lowry,"February 17, 1898",NA,NA,Right-hand bat,DNB,Wicketkeeper
37716,William Edward Merritt,18-Aug-08,"Sumner, Christchurch, Canterbury",NA,Right-hand bat,Legbreak googly,NA
38109,Milford Laurenson Page,8-May-02,"Lyttelton, Christchurch, Canterbury",NA,Right-hand bat,Right-arm slow,NA
38254,Albert William Roberts,20-Aug-09,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
37709,Edwin George McLeod,14-Oct-00,Auckland,NA,Left-hand bat,Legbreak,NA
37721,John Ernest Mills,3-Sep-05,"Carisbrook, Dunedin, Otago",NA,Left-hand bat,DNB,NA
38747,Gordon Lindsay Weir,2-Jun-08,Auckland,NA,Right-hand bat,Right-arm medium,NA
36177,Cyril Francis Walter Allcott,"October 7, 1896","Lower Moutere, Tasman",NA,Left-hand bat,Slow left-arm orthodox,NA
37704,Herbert Mendelson McGirr,"November 5, 1891",Wellington,NA,Right-hand bat,Right-arm medium,NA
37702,Alexander Malcolm Matheson,27-Feb-06,"Omaha, North Auckland",NA,Right-hand bat,Right-arm medium,NA
36618,Ian Burns Cromb,25-Jun-05,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
37531,John Lambert Kerr,28-Dec-10,"Dannevirke, Manawatu",NA,Right-hand bat,Right-arm medium,NA
38712,Henry Gifford Vivian,4-Nov-12,Auckland,NA,Left-hand bat,Slow left-arm orthodox,NA
36604,Donald Charles Cleverley,23-Dec-09,"Oamaru, Otago",NA,Left-hand bat,Right-arm fast-medium,NA
38010,Jack Newman,3-Jul-02,"Brightwater, Nelson",NA,Right-hand bat,Left-arm medium,NA
37005,Douglas Linford Freeman,8-Sep-14,"Randwick, Sydney, New South Wales, Australia",NA,Right-hand bat,Legbreak googly,NA
38395,Horace Dennis Smith,8-Jan-13,"Toowoomba, Queensland, Australia",NA,Right-hand bat,Right-arm fast,NA
38748,Paul Erskine Whitelaw,10-Feb-10,Auckland,NA,Right-hand bat,DNB,NA
36842,John Angus Dunning,6-Feb-03,"Omaha, North Auckland",NA,Right-hand bat,DNB,NA
36616,John Cowie,30-Mar-12,Auckland,NA,Right-hand bat,Right-arm fast-medium,NA
36832,Martin Paterson Donnelly,17-Oct-17,"Ngaruawahia, Waikato",NA,Left-hand bat,Slow left-arm orthodox,NA
37226,Walter Arnold Hadlee,4-Jun-15,"Lincoln, Canterbury",NA,Right-hand bat,Right-arm medium,NA
37725,Denis Andrew Robert Moloney,11-Aug-10,"Dunedin, Otago",NA,Right-hand bat,Legbreak,NA
38614,Eric William Thomas Tindill,18-Dec-10,"Nelson, Nelson",NA,Left-hand bat,DNB,Wicketkeeper
38738,Walter Mervyn Wallace,19-Dec-16,"Grey Lynn, Auckland",NA,Right-hand bat,Right-arm offbreak,NA
37098,Norman Gallichan,3-Jun-06,"Palmerston North, Manawatu",NA,Right-hand bat,Slow left-arm orthodox,NA
36181,William McDougall Anderson,8-Oct-19,"Westport, West Coast",NA,Left-hand bat,Legbreak googly,NA
36315,Cecil Burke,27-Mar-14,"Ellerslie, Auckland",NA,Right-hand bat,Legbreak googly,NA
36318,Leonard Arthur Butterfield,29-Aug-13,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
37713,Donald Alexander Noel McRae,25-Dec-12,"Christchurch, Canterbury",NA,Left-hand bat,Left-arm medium,NA
38256,Charles Gordon Rowe,30-Jun-15,"Glasgow, Lanarkshire, Scotland",NA,Right-hand bat,DNB,NA
38384,Verdun John Scott,31-Jul-16,"Devonport, Auckland",NA,Right-hand bat,Right-arm bowler,NA
36316,Thomas Browning Burtt,22-Jan-15,"Christchurch, Canterbury",NA,Right-hand bat,Slow left-arm orthodox,NA
38383,Roy Hamilton Scott,6-May-17,"Clyde, Otago",NA,Right-hand bat,Right-arm medium,NA
38394,Frank Brunton Smith,13-Mar-22,"Rangiora, Canterbury",NA,Right-hand bat,Right-arm offbreak,NA
38397,Colin Alexander Snedden,7-Jan-18,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
38413,Bert Sutcliffe,17-Nov-23,"Ponsonby, Auckland",NA,Left-hand bat,Slow left-arm orthodox,NA
38610,Donald Dougald Taylor,2-Mar-23,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
36600,Henry Butler Cave,10-Oct-22,Wanganui,NA,Right-hand bat,Right-arm medium,NA
37726,Francis Leonard Hugh Mooney,26-May-21,Wellington,NA,Right-hand bat,Right-arm bowler,Wicketkeeper
38242,Geoffrey Osborne Rabone,6-Nov-21,"Gore, Southland",NA,Right-hand bat,DNB,NA
38248,John Richard Reid,3-Jun-28,Auckland,NA,Right-hand bat,DNB,Occasional wicketkeeper
36617,George Fenwick Cresswell,22-Mar-15,Wanganui,NA,Left-hand bat,DNB,NA
37244,John Arthur Hayes,11-Jan-27,Auckland,NA,Right-hand bat,Right-arm fast,NA
37694,Anthony Roy MacGibbon,28-Aug-24,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast-medium,NA
37724,Alexander McKenzie Moir,17-Jul-19,"Dunedin, Otago",NA,Right-hand bat,Legbreak googly,NA
36290,Donald Derek Beard,14-Jan-20,"Palmerston North, Manawatu",NA,Right-hand bat,Right-arm medium,NA
36953,Raymond William George Emery,28-Mar-15,Auckland,NA,Right-hand bat,Right-arm medium,NA
37607,John Gordon Leggat,27-May-26,Wellington,NA,Right-hand bat,DNB,NA
36300,Robert William Blair,23-Jun-32,"Petone, Lower Hutt, Wellington",NA,Right-hand bat,Right-arm fast-medium,NA
36998,Frederick Eric Fisher,28-Jul-24,"Johnsonville, Wellington",NA,Right-hand bat,Left-arm medium,NA
37717,Edgar Milton Meuli,20-Feb-26,"Hawera, Taranaki",NA,Right-hand bat,Legbreak,NA
37719,Lawrence Somerville Martin Miller,31-Mar-23,"New Plymouth, Taranaki",NA,Left-hand bat,DNB,NA
36602,Murray Ernest Chapple,25-Jul-30,"Christchurch, Canterbury",NA,Right-hand bat,Left-arm medium,NA
36828,Eric William Dempster,25-Jan-25,Wellington,NA,Left-hand bat,Slow left-arm orthodox,NA
38130,Matt Beresford Poore,1-Jun-30,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm offbreak,NA
38065,Guy William Fitzroy Overton,8-Jun-19,"Dunedin, Otago",NA,Left-hand bat,Right-arm fast,NA
36291,John Edward Francis Beck,1-Aug-34,Wellington,NA,Left-hand bat,Slow left-arm orthodox,NA
36295,William Bell,5-Sep-31,"Dunedin, Otago",NA,Right-hand bat,Legbreak,NA
37606,Ian Bruce Leggat,7-Jun-30,"Invercargill, Southland",NA,Right-hand bat,Right-arm medium,NA
36607,Ian Alexander Colquhoun,8-Jun-24,Wellington,NA,Right-hand bat,DNB,Wicketkeeper
37705,Spencer Noel McGregor,18-Dec-31,"Dunedin, Otago",NA,Right-hand bat,DNB,NA
38743,Leslie Watt,17-Sep-24,"Waitati, Otago",NA,Right-hand bat,DNB,NA
36175,John Chaloner Alabaster,11-Jul-30,"Invercargill, Southland",NA,Right-hand bat,Legbreak googly,NA
37233,Parke Gerald Zinzan Harris,18-Jul-27,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
37710,Trevor George McMahon,8-Nov-29,Wellington,NA,Right-hand bat,DNB,NA
37229,Noel Sherwin Harford,30-Aug-30,"Winton, Southland",NA,Right-hand bat,DNB,NA
38123,Eric Charlton Petrie,22-May-27,"Ngaruawahia, Waikato",NA,Right-hand bat,Legbreak,Wicketkeeper
37107,John William Guy,29-Aug-34,"Nelson, Nelson",NA,Left-hand bat,DNB,NA
37608,Allen Fisher Lissette,6-Nov-19,"Morrinsville, Waikato",NA,Right-hand bat,Slow left-arm orthodox,NA
37106,Simpson Clairmonte Guillen,24-Sep-24,"Port of Spain, Trinidad",NA,Right-hand bat,DNB,Wicketkeeper
38391,Ian McKay Sinclair,1-Jun-33,"Rangiora, Canterbury",NA,Left-hand bat,Right-arm offbreak,NA
36287,Richard Trevor Barber,23-Jun-25,"Otaki, Wellington",NA,Right-hand bat,DNB,NA
36823,NA,23-Apr-36,"Christchurch, Canterbury",NA,Right-hand bat,DNB,NA
37715,Trevor Meale,11-Nov-28,"Papatoetoe, Auckland",NA,Left-hand bat,Right-arm medium,NA
38125,William Rodger Playle,1-Dec-38,"Palmerston North, Manawatu",NA,Right-hand bat,Right-arm offbreak,NA
38399,John Trevor Sparling,24-Jul-38,"Mount Eden, Auckland",NA,Right-hand bat,Right-arm offbreak,NA
36302,Bruce Alfred Bolton,31-May-35,"Christchurch, Canterbury",NA,Right-hand bat,Legbreak,NA
37234,Roger Meredith Harris,27-Jul-33,"Otahuhu, Auckland",NA,Right-hand bat,Right-arm medium,NA
37252,Kenneth William Hough,24-Oct-28,"Auburn, Sydney, New South Wales, Australia",NA,Right-hand bat,Right-arm medium-fast,NA
36288,Gary Alex Bartlett,3-Feb-41,"Blenheim, Marlborough",NA,Right-hand bat,Right-arm fast,NA
36289,Paul Thomas Barton,9-Oct-35,Wellington,NA,Right-hand bat,DNB,NA
36599,Francis James Cameron,1-Jun-32,"Dunedin, Otago",NA,Right-hand bat,Right-arm medium,NA
36830,Arthur Edward Dick,10-Oct-36,"Middlemarch, Otago",NA,Right-hand bat,DNB,Wicketkeeper
37733,Richard Charles Motz,12-Jan-40,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm fast,NA
36837,Graham Thorne Dowling,4-Mar-37,"Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium,NA
38390,Barry Whitley Sinclair,23-Oct-36,Wellington,NA,Right-hand bat,Right-arm bowler,NA
38930,Bryan William Yuile,29-Oct-41,"Palmerston North, Manawatu",NA,Right-hand bat,Slow left-arm orthodox,NA
37728,Bruce Donald Morrison,17-Dec-33,"Lower Hutt, Wellington",NA,Left-hand bat,Right-arm medium,NA
38388,Michael John Froud Shrimpton,23-Jun-40,"Feilding, Manawatu",NA,Right-hand bat,Legbreak,NA
37099,Sydney Graham Gedye,2-May-29,"Otahuhu, Auckland",NA,Right-hand bat,DNB,NA
38741,John Thomas Ward,11-Mar-37,"Timaru, Canterbury",NA,Right-hand bat,DNB,Wicketkeeper
36309,Wynne Pennell Bradburn,24-Nov-38,"Thames, Waikato",NA,Right-hand bat,Right-arm offbreak,NA
36628,Robert Smith Cunis,5-Jan-41,"Whangarei, Northland",NA,Right-hand bat,Right-arm fast-medium,NA
36606,Richard Owen Collinge,2-Apr-46,Wellington,NA,Right-hand bat,Left-arm medium-fast,NA
36611,Bevan Ernest Congdon,11-Feb-38,"Motueka, Tasman",NA,Right-hand bat,Right-arm medium,NA
37727,Ross Winston Morgan,12-Feb-41,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
38618,Peter Bennetts Truscott,14-Aug-41,"Pahiatua, Manawatu",NA,Right-hand bat,DNB,NA
37488,Terrence Wayne Jarvis,29-Jul-44,Auckland,NA,Right-hand bat,Right-arm bowler,NA
38129,Victor Pollard,7-Sep-45,"Burnley, Lancashire, England",NA,Right-hand bat,Right-arm offbreak,NA
38609,Bruce Richard Taylor,12-Jul-43,"Timaru, Canterbury",NA,Left-hand bat,Right-arm fast-medium,NA
38711,Graham Ellery Vivian,28-Feb-46,Auckland,NA,Left-hand bat,Legbreak,NA
36296,Grahame Paul Bilby,7-May-41,Wellington,NA,Right-hand bat,DNB,NA
38134,Narotam Puna,28-Oct-29,"Surat, Gujarat, India",NA,Right-hand bat,Right-arm offbreak,NA
36314,Mark Gordon Burgess,17-Jul-44,Auckland,NA,Right-hand bat,Right-arm offbreak,NA
37230,Roy Ivan Harford,30-May-36,"Fulham, London, England",NA,Left-hand bat,DNB,Wicketkeeper
37734,Bruce Alexander Grenfell Murray,18-Sep-40,"Johnsonville, Wellington",NA,Right-hand bat,Legbreak,NA
38611,Keith Thomson,26-Feb-41,"Methven, Canterbury",NA,Right-hand bat,Right-arm bowler,NA
37243,Brian Frederick Hastings,23-Mar-40,"Island Bay, Wellington",NA,Right-hand bat,Legbreak googly,NA
37718,Barry Douglas Milburn,24-Nov-43,"Maori Hill, Dunedin, Otago",NA,Right-hand bat,DNB,Wicketkeeper
38622,Glenn Maitland Turner,26-May-47,"Dunedin, Otago",NA,Right-hand bat,Right-arm offbreak,NA
37222,Dayle Robert Hadlee,6-Jan-48,"Riccarton, Christchurch, Canterbury",NA,Right-hand bat,Right-arm medium-fast,NA
37255,Hedley John Howarth,25-Dec-43,"Grey Lynn, Auckland",NA,Left-hand bat,Slow left-arm orthodox,NA
38735,Kenneth John Wadsworth,30-Nov-46,"Nelson, Nelson",NA,Right-hand bat,DNB,Wicketkeeper
38744,Murray George Webb,22-Jun-47,"Invercargill, Southland",NA,Right-hand bat,Right-arm fast,NA
37224,Richard John Hadlee,3-Jul-51,"St Albans, Christchurch, Canterbury",NA,Left-hand bat,Right-arm fast,NA
38113,John Morton Parker,21-Feb-51,"Dannevirke, Manawatu",NA,Right-hand bat,Legbreak googly,Wicketkeeper
38064,NA,16-Nov-44,"Palmerston North, Manawatu",NA,Right-hand bat,Slow left-arm orthodox,NA
38244,Rodney Ernest Redmond,29-Dec-44,"Whangarei, Northland",NA,Left-hand bat,Slow left-arm orthodox,NA
